O*NET-SOC 2010 Code,O*NET-SOC 2010 Title,teleworkable,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title,2018 SOC Code,2018 SOC Title,2010 Census Code
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",0,51-9161.00,Computer Numerically Controlled Tool Operators,51-9161,Computer Numerically Controlled Tool Operators,7900
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",0,51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162,Computer Numerically Controlled Tool Programmers,7900
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",7920
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",7930
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",7940
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",7950
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7960
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8000
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8010
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",8020
51-4041.00,Machinists,0,51-4041.00,Machinists,51-4041,Machinists,8030
51-4051.00,Metal-Refining Furnace Operators and Tenders,0,51-4051.00,Metal-Refining Furnace Operators and Tenders,51-4051,Metal-Refining Furnace Operators and Tenders,8040
51-4052.00,"Pourers and Casters, Metal",0,51-4052.00,"Pourers and Casters, Metal",51-4052,"Pourers and Casters, Metal",8040
51-4061.00,"Model Makers, Metal and Plastic",0,51-4061.00,"Model Makers, Metal and Plastic",51-4061,"Model Makers, Metal and Plastic",8060
51-4062.00,"Patternmakers, Metal and Plastic",0,51-4062.00,"Patternmakers, Metal and Plastic",51-4062,"Patternmakers, Metal and Plastic",8060
51-4071.00,Foundry Mold and Coremakers,0,51-4071.00,Foundry Mold and Coremakers,51-4071,Foundry Mold and Coremakers,8100
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",8100
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8120
51-4111.00,Tool and Die Makers,0,51-4111.00,Tool and Die Makers,51-4111,Tool and Die Makers,8130
51-4121.06,"Welders, Cutters, and Welder Fitters",0,51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121,"Welders, Cutters, Solderers, and Brazers",8140
51-4121.07,Solderers and Brazers,0,51-4121.00,"Welders, Cutters, Solderers, and Brazers",51-4121,"Welders, Cutters, Solderers, and Brazers",8140
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",8140
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",8150
51-4192.00,"Layout Workers, Metal and Plastic",0,51-4192.00,"Layout Workers, Metal and Plastic",51-4192,"Layout Workers, Metal and Plastic",8160
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",8200
51-4194.00,"Tool Grinders, Filers, and Sharpeners",0,51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4194,"Tool Grinders, Filers, and Sharpeners",8210
51-5111.00,Prepress Technicians and Workers,1,51-5111.00,Prepress Technicians and Workers,51-5111,Prepress Technicians and Workers,8250
51-5112.00,Printing Press Operators,0,51-5112.00,Printing Press Operators,51-5112,Printing Press Operators,8255
51-5113.00,Print Binding and Finishing Workers,0,51-5113.00,Print Binding and Finishing Workers,51-5113,Print Binding and Finishing Workers,8256
51-6011.00,Laundry and Dry-Cleaning Workers,0,51-6011.00,Laundry and Dry-Cleaning Workers,51-6011,Laundry and Dry-Cleaning Workers,8300
51-6021.00,"Pressers, Textile, Garment, and Related Materials",0,51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6021,"Pressers, Textile, Garment, and Related Materials",8310
51-6031.00,Sewing Machine Operators,0,51-6031.00,Sewing Machine Operators,51-6031,Sewing Machine Operators,8320
51-6041.00,Shoe and Leather Workers and Repairers,0,51-6041.00,Shoe and Leather Workers and Repairers,51-6041,Shoe and Leather Workers and Repairers,8330
51-6042.00,Shoe Machine Operators and Tenders,0,51-6042.00,Shoe Machine Operators and Tenders,51-6042,Shoe Machine Operators and Tenders,8340
51-6051.00,"Sewers, Hand",0,51-6051.00,"Sewers, Hand",51-6051,"Sewers, Hand",8350
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",0,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6052,"Tailors, Dressmakers, and Custom Sewers",8350
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,0,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,8360
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",0,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",8400
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",8410
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8420
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",8430
51-6092.00,Fabric and Apparel Patternmakers,1,51-6092.00,Fabric and Apparel Patternmakers,51-6092,Fabric and Apparel Patternmakers,8440
51-6093.00,Upholsterers,0,51-6093.00,Upholsterers,51-6093,Upholsterers,8450
51-7011.00,Cabinetmakers and Bench Carpenters,0,51-7011.00,Cabinetmakers and Bench Carpenters,51-7011,Cabinetmakers and Bench Carpenters,8500
51-7021.00,Furniture Finishers,0,51-7021.00,Furniture Finishers,51-7021,Furniture Finishers,8510
51-7031.00,"Model Makers, Wood",0,51-7031.00,"Model Makers, Wood",51-7031,"Model Makers, Wood",8520
51-7032.00,"Patternmakers, Wood",0,51-7032.00,"Patternmakers, Wood",51-7032,"Patternmakers, Wood",8520
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",0,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",8530
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",8540
51-8011.00,Nuclear Power Reactor Operators,0,51-8011.00,Nuclear Power Reactor Operators,51-8011,Nuclear Power Reactor Operators,8600
51-8012.00,Power Distributors and Dispatchers,0,51-8012.00,Power Distributors and Dispatchers,51-8012,Power Distributors and Dispatchers,8600
51-8013.00,Power Plant Operators,0,51-8013.00,Power Plant Operators,51-8013,Power Plant Operators,8600
51-8021.00,Stationary Engineers and Boiler Operators,0,51-8021.00,Stationary Engineers and Boiler Operators,51-8021,Stationary Engineers and Boiler Operators,8610
51-8031.00,Water and Wastewater Treatment Plant and System Operators,0,51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-8031,Water and Wastewater Treatment Plant and System Operators,8620
51-8091.00,Chemical Plant and System Operators,0,51-8091.00,Chemical Plant and System Operators,51-8091,Chemical Plant and System Operators,8630
51-8092.00,Gas Plant Operators,0,51-8092.00,Gas Plant Operators,51-8092,Gas Plant Operators,8630
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",8630
51-8099.01,Biofuels Processing Technicians,0,51-8099.01,Biofuels Processing Technicians,51-8099,"Plant and System Operators, All Other",8630
51-8099.03,Biomass Plant Technicians,0,51-8013.03,Biomass Plant Technicians,51-8013,Power Plant Operators,8600
51-8099.04,Hydroelectric Plant Technicians,0,51-8013.04,Hydroelectric Plant Technicians,51-8013,Power Plant Operators,8600
51-9011.00,Chemical Equipment Operators and Tenders,0,51-9011.00,Chemical Equipment Operators and Tenders,51-9011,Chemical Equipment Operators and Tenders,8640
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",8640
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",8650
51-9022.00,"Grinding and Polishing Workers, Hand",0,51-9022.00,"Grinding and Polishing Workers, Hand",51-9022,"Grinding and Polishing Workers, Hand",8650
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",0,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",8650
51-9031.00,"Cutters and Trimmers, Hand",0,51-9031.00,"Cutters and Trimmers, Hand",51-9031,"Cutters and Trimmers, Hand",8710
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",0,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",8710
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8720
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",8730
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",0,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",8740
51-9071.01,Jewelers,0,51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,8750
51-9071.06,Gem and Diamond Workers,1,51-9071.06,Gem and Diamond Workers,51-9071,Jewelers and Precious Stone and Metal Workers,8750
51-9071.07,Precious Metal Workers,0,51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,8750
51-9081.00,Dental Laboratory Technicians,0,51-9081.00,Dental Laboratory Technicians,51-9081,Dental Laboratory Technicians,8760
51-9082.00,Medical Appliance Technicians,0,51-9082.00,Medical Appliance Technicians,51-9082,Medical Appliance Technicians,8760
51-9083.00,Ophthalmic Laboratory Technicians,1,51-9083.00,Ophthalmic Laboratory Technicians,51-9083,Ophthalmic Laboratory Technicians,8760
51-9111.00,Packaging and Filling Machine Operators and Tenders,0,51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111,Packaging and Filling Machine Operators and Tenders,8800
51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",8810
51-9122.00,"Painters, Transportation Equipment",0,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",8810
51-9123.00,"Painting, Coating, and Decorating Workers",1,51-9123.00,"Painting, Coating, and Decorating Workers",51-9123,"Painting, Coating, and Decorating Workers",8810
51-9141.00,Semiconductor Processors,0,51-9141.00,Semiconductor Processing Technicians,51-9141,Semiconductor Processing Technicians,8840
51-9151.00,Photographic Process Workers and Processing Machine Operators,0,51-9151.00,Photographic Process Workers and Processing Machine Operators,51-9151,Photographic Process Workers and Processing Machine Operators,8830
51-9191.00,Adhesive Bonding Machine Operators and Tenders,0,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,Adhesive Bonding Machine Operators and Tenders,8850
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",8860
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,0,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193,Cooling and Freezing Equipment Operators and Tenders,8900
51-9194.00,Etchers and Engravers,0,51-9194.00,Etchers and Engravers,51-9194,Etchers and Engravers,8910
51-9195.03,"Stone Cutters and Carvers, Manufacturing",0,51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",8920
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",0,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",8920
51-9195.05,"Potters, Manufacturing",0,51-9195.05,"Potters, Manufacturing",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",8920
51-9195.07,Molding and Casting Workers,0,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",8920
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",0,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",8930
51-9197.00,Tire Builders,0,51-9197.00,Tire Builders,51-9197,Tire Builders,8940
51-9198.00,Helpers--Production Workers,0,51-9198.00,Helpers--Production Workers,51-9198,Helpers--Production Workers,8950
51-9199.01,Recycling and Reclamation Workers,0,53-7062.04,Recycling and Reclamation Workers,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",9620
53-1011.00,Aircraft Cargo Handling Supervisors,0,53-1041.00,Aircraft Cargo Handling Supervisors,53-1041,Aircraft Cargo Handling Supervisors,9000
53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",9000
53-1021.01,Recycling Coordinators,0,53-1042.01,Recycling Coordinators,53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",9000
53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,1,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,9000
53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,1,53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044,First-Line Supervisors of Passenger Attendants,9000
53-1031.00,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,1,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1049,"First-Line Supervisors of Transportation Workers, All Other",9000
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",0,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",53-2011,"Airline Pilots, Copilots, and Flight Engineers",9030
53-2012.00,Commercial Pilots,0,53-2012.00,Commercial Pilots,53-2012,Commercial Pilots,9030
53-2021.00,Air Traffic Controllers,1,53-2021.00,Air Traffic Controllers,53-2021,Air Traffic Controllers,9040
53-2022.00,Airfield Operations Specialists,0,53-2022.00,Airfield Operations Specialists,53-2022,Airfield Operations Specialists,9040
53-2031.00,Flight Attendants,0,53-2031.00,Flight Attendants,53-2031,Flight Attendants,9050
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",9110
53-3021.00,"Bus Drivers, Transit and Intercity",0,53-3052.00,"Bus Drivers, Transit and Intercity",53-3052,"Bus Drivers, Transit and Intercity",9120
53-3022.00,"Bus Drivers, School or Special Client",0,53-3051.00,"Bus Drivers, School",53-3051,"Bus Drivers, School",9120
53-3022.00,"Bus Drivers, School or Special Client",0,53-3053.00,Shuttle Drivers and Chauffeurs,53-3053,Shuttle Drivers and Chauffeurs,9140
53-3031.00,Driver/Sales Workers,0,53-3031.00,Driver/Sales Workers,53-3031,Driver/Sales Workers,9130
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,0,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3032,Heavy and Tractor-Trailer Truck Drivers,9130
53-3033.00,Light Truck or Delivery Services Drivers,0,53-3033.00,Light Truck Drivers,53-3033,Light Truck Drivers,9130
53-3041.00,Taxi Drivers and Chauffeurs,0,53-3053.00,Shuttle Drivers and Chauffeurs,53-3053,Shuttle Drivers and Chauffeurs,9140
53-3041.00,Taxi Drivers and Chauffeurs,0,53-3054.00,Taxi Drivers,53-3054,Taxi Drivers,9140
53-4011.00,Locomotive Engineers,0,53-4011.00,Locomotive Engineers,53-4011,Locomotive Engineers,9200
53-4012.00,Locomotive Firers,0,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",9230
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",0,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",9200
53-4021.00,"Railroad Brake, Signal, and Switch Operators",0,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",9230
53-4031.00,Railroad Conductors and Yardmasters,0,53-4031.00,Railroad Conductors and Yardmasters,53-4031,Railroad Conductors and Yardmasters,9240
53-4041.00,Subway and Streetcar Operators,0,53-4041.00,Subway and Streetcar Operators,53-4041,Subway and Streetcar Operators,9260
53-5011.00,Sailors and Marine Oilers,0,53-5011.00,Sailors and Marine Oilers,53-5011,Sailors and Marine Oilers,9300
53-5021.01,Ship and Boat Captains,0,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021,"Captains, Mates, and Pilots of Water Vessels",9310
53-5021.02,"Mates- Ship, Boat, and Barge",0,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021,"Captains, Mates, and Pilots of Water Vessels",9310
53-5021.03,"Pilots, Ship",0,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",53-5021,"Captains, Mates, and Pilots of Water Vessels",9310
53-5022.00,Motorboat Operators,0,53-5022.00,Motorboat Operators,53-5022,Motorboat Operators,9310
53-5031.00,Ship Engineers,0,53-5031.00,Ship Engineers,53-5031,Ship Engineers,9330
53-6011.00,Bridge and Lock Tenders,0,53-6011.00,Bridge and Lock Tenders,53-6011,Bridge and Lock Tenders,9340
53-6021.00,Parking Lot Attendants,0,53-6021.00,Parking Attendants,53-6021,Parking Attendants,9350
53-6031.00,Automotive and Watercraft Service Attendants,0,53-6031.00,Automotive and Watercraft Service Attendants,53-6031,Automotive and Watercraft Service Attendants,9360
53-6041.00,Traffic Technicians,0,53-6041.00,Traffic Technicians,53-6041,Traffic Technicians,9420
53-6051.01,Aviation Inspectors,0,53-6051.01,Aviation Inspectors,53-6051,Transportation Inspectors,9410
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",53-6051,Transportation Inspectors,9410
53-6051.08,Freight and Cargo Inspectors,0,53-6051.00,Transportation Inspectors,53-6051,Transportation Inspectors,9410
53-6061.00,"Transportation Attendants, Except Flight Attendants",0,53-6061.00,Passenger Attendants,53-6061,Passenger Attendants,9415
53-7011.00,Conveyor Operators and Tenders,0,53-7011.00,Conveyor Operators and Tenders,53-7011,Conveyor Operators and Tenders,9500
53-7021.00,Crane and Tower Operators,0,53-7021.00,Crane and Tower Operators,53-7021,Crane and Tower Operators,9510
53-7031.00,Dredge Operators,0,53-7031.00,Dredge Operators,53-7031,Dredge Operators,9520
53-7032.00,Excavating and Loading Machine and Dragline Operators,0,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",9510
53-7032.00,Excavating and Loading Machine and Dragline Operators,0,53-7199.00,"Material Moving Workers, All Other",53-7199,"Material Moving Workers, All Other",9750
53-7033.00,"Loading Machine Operators, Underground Mining",0,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",47-5044,"Loading and Moving Machine Operators, Underground Mining",6910
53-7041.00,Hoist and Winch Operators,0,53-7041.00,Hoist and Winch Operators,53-7041,Hoist and Winch Operators,9560
53-7051.00,Industrial Truck and Tractor Operators,0,53-7051.00,Industrial Truck and Tractor Operators,53-7051,Industrial Truck and Tractor Operators,9600
53-7061.00,Cleaners of Vehicles and Equipment,0,53-7061.00,Cleaners of Vehicles and Equipment,53-7061,Cleaners of Vehicles and Equipment,9610
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",0,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",9620
53-7063.00,Machine Feeders and Offbearers,0,53-7063.00,Machine Feeders and Offbearers,53-7063,Machine Feeders and Offbearers,9630
53-7064.00,"Packers and Packagers, Hand",0,53-7064.00,"Packers and Packagers, Hand",53-7064,"Packers and Packagers, Hand",9640
53-7071.00,Gas Compressor and Gas Pumping Station Operators,0,53-7071.00,Gas Compressor and Gas Pumping Station Operators,53-7071,Gas Compressor and Gas Pumping Station Operators,9650
53-7072.00,"Pump Operators, Except Wellhead Pumpers",0,53-7072.00,"Pump Operators, Except Wellhead Pumpers",53-7072,"Pump Operators, Except Wellhead Pumpers",9650
53-7073.00,Wellhead Pumpers,0,53-7073.00,Wellhead Pumpers,53-7073,Wellhead Pumpers,9650
53-7081.00,Refuse and Recyclable Material Collectors,0,53-7081.00,Refuse and Recyclable Material Collectors,53-7081,Refuse and Recyclable Material Collectors,9720
53-7111.00,Mine Shuttle Car Operators,0,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",47-5044,"Loading and Moving Machine Operators, Underground Mining",6910
53-7121.00,"Tank Car, Truck, and Ship Loaders",0,53-7121.00,"Tank Car, Truck, and Ship Loaders",53-7121,"Tank Car, Truck, and Ship Loaders",9740
